year,title,clean_test,budget,domgross,intgross,budget_2013,domgross_2013,intgross_2013,imdb_id,language,country,writer,metascore,imdb_rating,director,released,actors,genre,awards,runtime,type,poster,imdb_votes,error,rating
2007,Shooter,notalk,60000000,47003582,95703582,67412609,52810568,107527136,822854,English,USA,"Jonathan Lemkin (screenplay), Stephen Hunter (novel)",53,7.2,Antoine Fuqua,23-Mar-07,"Mark Wahlberg, Michael Peña, Danny Glover, Kate Mara","Action, Crime, Drama",1 nomination.,124 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA1NTU0Mzk4OF5BMl5BanBnXkFtZTcwNTc4MTY0MQ@@._V1_SX300.jpg,"193,652",NA,1
2007,Shrek the Third,ok,160000000,322719944,807330936,179766957,362589890,907071412,413267,English,USA,"William Steig (book), Andrew Adamson (story), Jeffrey Price (screenplay), Peter S. Seaman (screenplay), Chris Miller (screenplay), Aron Warner (screenplay)",58,6,"Chris Miller, Raman Hui",18-May-07,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas","Animation, Adventure, Comedy",Nominated for 1 BAFTA Film Award. Another 4 wins & 13 nominations.,93 min,movie,http://ia.media-imdb.com/images/M/MV5BMTMyMjE1Mjc1NF5BMl5BanBnXkFtZTcwMzY0MjEzMw@@._V1_SX300.jpg,"152,131",NA,3
2007,St. Trinian&#39;s,ok,11400000,15000,22446568,12808396,16853,25219695,964587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2007,Stardust,ok,70000000,38634938,135556675,78648044,43408033,152303819,486655,English,"UK, USA, Iceland","Jane Goldman (screenplay), Matthew Vaughn (screenplay), Neil Gaiman (novel)",66,7.8,Matthew Vaughn,10-Aug-07,"Ian McKellen, Bimbo Hart, Alastair MacIntosh, David Kelly","Adventure, Family, Fantasy",4 wins & 3 nominations.,127 min,movie,http://ia.media-imdb.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_SX300.jpg,"173,241",NA,3
2007,Sunshine,notalk,40000000,3688560,32030610,44941739,4144258,35987783,448134,English,"UK, USA",Alex Garland,64,7.3,Danny Boyle,5-Apr-07,"Cillian Murphy, Michelle Yeoh, Troy Garity, Rose Byrne","Adventure, Sci-Fi, Thriller",1 win & 10 nominations.,107 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU5Nzg2OTk2NF5BMl5BanBnXkFtZTYwNTc1ODM3._V1_SX300.jpg,"146,838",NA,1
2007,Superbad,notalk,17500000,121463226,169863226,19662011,136469216,190848721,829482,English,USA,"Seth Rogen, Evan Goldberg",76,7.7,Greg Mottola,17-Aug-07,"Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader",Comedy,7 wins & 14 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc0NjIyMjA2OF5BMl5BanBnXkFtZTcwMzIxNDE1MQ@@._V1_SX300.jpg,"326,763",NA,1
2007,Sydney White,ok,16500000,11892415,13636339,18538467,13361645,15321020,815244,English,USA,Chad Gomez Creasey,45,6.3,Joe Nussbaum,21-Sep-07,"Amanda Bynes, Sara Paxton, Matt Long, Jack Carpenter","Comedy, Romance",N/A,108 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk3ODc3ODAxN15BMl5BanBnXkFtZTcwNzcwMDU1MQ@@._V1_SX300.jpg,"27,283",NA,3
2007,Teeth,dubious,2000000,347578,2350641,2247087,390519,2641047,780622,English,USA,Mitchell Lichtenstein,57,5.5,Mitchell Lichtenstein,3-Apr-08,"Jess Weixler, John Hensley, Josh Pais, Hale Appleman","Comedy, Horror, Thriller",3 wins & 5 nominations.,94 min,movie,http://ia.media-imdb.com/images/M/MV5BMTkzMjQ2Nzg2OV5BMl5BanBnXkFtZTcwNTgyMjU1MQ@@._V1_SX300.jpg,"27,932",NA,-1
2007,The Bucket List,notalk,45000000,93466502,174310293,50559457,105013679,195845194,825232,English,USA,Justin Zackham,42,7.4,Rob Reiner,11-Jan-08,"Jack Nicholson, Morgan Freeman, Sean Hayes, Beverly Todd","Adventure, Comedy, Drama",1 win & 3 nominations.,97 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY2NTUyMjIyNF5BMl5BanBnXkFtZTYwNzYwMDM4._V1_SX300.jpg,"144,493",NA,1
2007,The Golden Compass,ok,205000000,70107728,372234864,230326414,78769081,418222056,385752,"English, Icelandic, Russian, French","USA, UK","Chris Weitz (screenplay), Philip Pullman (novel)",51,6.1,Chris Weitz,7-Dec-07,"Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker","Adventure, Family, Fantasy",Won 1 Oscar. Another 3 wins & 26 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM2NDkxMjQxMV5BMl5BanBnXkFtZTYwNTMxMDM4._V1_SX300.jpg,"122,839",NA,3
2007,The Kite Runner,nowomen,20000000,15800078,74180745,22470870,17752075,83345293,419887,"Dari, English, Pushto, Russian, Urdu","USA, China","David Benioff (screenplay), Khaled Hosseini (novel)",61,7.6,Marc Forster,26-Dec-07,"Khalid Abdalla, Atossa Leoni, Shaun Toub, Sayed Jafar Masihullah Gharibzada",Drama,Nominated for 1 Oscar. Another 4 wins & 14 nominations.,128 min,movie,http://ia.media-imdb.com/images/M/MV5BODcyNjY2MjEwM15BMl5BanBnXkFtZTcwODQ0MzI1MQ@@._V1_SX300.jpg,"58,972",NA,0
2007,The Man from Earth,notalk,200000,#N/A,#N/A,224709,#N/A,#N/A,756683,English,USA,Jerome Bixby,NA,8,Richard Schenkman,13-Nov-07,"David Lee Smith, Tony Todd, John Billingsley, Ellen Crawford","Drama, Sci-Fi",2 wins & 1 nomination.,87 min,movie,http://ia.media-imdb.com/images/M/MV5BNjUwMDQ2NTQxMF5BMl5BanBnXkFtZTcwMDQ4NDIzMQ@@._V1_SX300.jpg,"89,898",NA,1
2007,The Messengers,ok,16000000,35374833,53774833,17976696,39745163,60418363,425430,English,USA,"Mark Wheaton (screenplay), Todd Farmer (story)",34,5.4,"Oxide Pang Chun, Danny Pang",2-Feb-07,"Kristen Stewart, Dylan McDermott, Penelope Ann Miller, John Corbett","Drama, Horror, Thriller",1 win & 1 nomination.,90 min,movie,http://ia.media-imdb.com/images/M/MV5BMTMxMjMzMTMwOF5BMl5BanBnXkFtZTcwNDA4MDIzMw@@._V1_SX300.jpg,"28,759",NA,3
2007,The Mist,ok,13000000,25593755,54777490,14606065,28755697,61544892,884328,English,USA,"Frank Darabont (screenplay), Stephen King (novel)",58,7.2,Frank Darabont,21-Nov-07,"Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher","Horror, Sci-Fi, Thriller",2 wins & 5 nominations.,126 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU2NjQyNDY1Ml5BMl5BanBnXkFtZTcwMTk1MDU1MQ@@._V1_SX300.jpg,"170,026",NA,3
2007,The Number 23,notalk,32000000,35193167,77593167,35953391,39541053,87179297,481369,"English, Chinese","USA, Germany",Fernley Phillips,NA,6.4,Joel Schumacher,23-Feb-07,"Jim Carrey, Virginia Madsen, Logan Lerman, Danny Huston","Mystery, Thriller",5 nominations.,101 min,movie,http://ia.media-imdb.com/images/M/MV5BMjcwNzczNDQ0MV5BMl5BanBnXkFtZTcwMTE0NzA0MQ@@._V1_SX300.jpg,"134,897",NA,1
2007,The Savages,ok,9000000,6623082,10642023,10111891,7441321,11956776,775529,"English, German, Cantonese",USA,Tamara Jenkins,85,7.2,Tamara Jenkins,17-Jan-08,"Laura Linney, Philip Seymour Hoffman, Philip Bosco, Peter Friedman","Comedy, Drama",Nominated for 2 Oscars. Another 15 wins & 14 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU5NjMyMjk0OF5BMl5BanBnXkFtZTYwNzM4MDM4._V1_SX300.jpg,"28,208",NA,3
2007,The Signal,men,50000,251150,406299,56177,282178,456495,780607,English,USA,"David Bruckner (screenplay), Jacob Gentry (screenplay), Dan Bush (screenplay)",63,6.1,"David Bruckner, Dan Bush, Jacob Gentry",4-Jul-08,"Anessa Ramsey, Sahr Ngaujah, AJ Bowen, Matthew Stanton","Horror, Sci-Fi, Thriller",4 nominations.,103 min,movie,http://ia.media-imdb.com/images/M/MV5BODIxMzcwNTgyMF5BMl5BanBnXkFtZTcwMjk5Mzk1MQ@@._V1_SX300.jpg,"15,809",NA,2
2007,The Simpsons Movie,ok,72500000,183135014,527071022,81456903,205760152,592187212,462538,English,USA,"James L. Brooks (screenplay), Matt Groening (screenplay), Al Jean (screenplay), Ian Maxtone-Graham (screenplay), George Meyer (screenplay), David Mirkin (screenplay), Mike Reiss (screenplay), Mike Scully (screenplay), Matt Selman (screenplay), John Swartzwelder (screenplay), Jon Vitti (screenplay), Joel H. Cohen (consultant writer), John Frink (consultant writer), Tim Long (consultant writer), Michael Price (consultant writer)",80,7.4,David Silverman,27-Jul-07,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith","Animation, Adventure, Comedy",Nominated for 1 Golden Globe. Another 5 wins & 20 nominations.,87 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgxMDczMTA5N15BMl5BanBnXkFtZTcwMzk1MzMzMw@@._V1_SX300.jpg,"205,074",NA,3
2007,The Visitor,dubious,4000000,9427026,19174817,4494174,10591674,21543741,857191,"English, French, Arabic, Romanian",USA,Thomas McCarthy,79,7.7,Thomas McCarthy,4-Jul-08,"Richard Jenkins, Haaz Sleiman, Danai Gurira, Hiam Abbass","Crime, Drama, Music",Nominated for 1 Oscar. Another 18 wins & 19 nominations.,104 min,movie,http://ia.media-imdb.com/images/M/MV5BMTIzNTg3NzkzNV5BMl5BanBnXkFtZTcwNzMwMjU2MQ@@._V1_SX300.jpg,"32,529",NA,-1
2007,There Will Be Blood,nowomen,25000000,40222514,77208711,28088587,45191743,86747344,469494,"English, American Sign Language",USA,"Paul Thomas Anderson (screenplay), Upton Sinclair (novel)",92,8.1,Paul Thomas Anderson,25-Jan-08,"Daniel Day-Lewis, Martin Stringer, Matthew Braden Stringer, Jacob Stringer",Drama,Won 2 Oscars. Another 74 wins & 58 nominations.,158 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA0NjE1ODEyNV5BMl5BanBnXkFtZTcwNDIzMzE5NQ@@._V1_SX300.jpg,"272,680",NA,0
2007,TMNT,notalk,35000000,54149098,96096018,39324022,60838866,107968055,453556,English,"Hong Kong, USA","Kevin Munroe, Peter Laird (characters), Kevin Eastman (characters)",41,6.4,Kevin Munroe,23-Mar-07,"Chris Evans, Sarah Michelle Gellar, Mako, Kevin Smith","Animation, Action, Adventure",1 nomination.,87 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE1MzcwNTE5OV5BMl5BanBnXkFtZTcwMTIxNzQ0MQ@@._V1_SX300.jpg,"44,957",NA,1
2007,Transformers,notalk,151000000,319246193,708272592,169655066,358686980,795775055,418279,"English, Spanish",USA,"Roberto Orci (screenplay), Alex Kurtzman (screenplay), John Rogers (story), Roberto Orci (story), Alex Kurtzman (story)",61,7.2,Michael Bay,3-Jul-07,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson","Action, Adventure, Sci-Fi",Nominated for 3 Oscars. Another 12 wins & 30 nominations.,144 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQwNjU5MzUzNl5BMl5BanBnXkFtZTYwMzc1MTI3._V1_SX300.jpg,"394,261",NA,1
2007,Tropa de Elite,ok,6537890,8744,14319195,7345604,9824,16088238,861739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2007,Waitress,ok,1500000,19097550,22217183,1685315,21456928,24961971,473308,English,USA,Adrienne Shelly,75,7.1,Adrienne Shelly,25-May-07,"Keri Russell, Nathan Fillion, Cheryl Hines, Jeremy Sisto","Comedy, Drama, Romance",6 wins & 3 nominations.,108 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc4ODI2MjU2M15BMl5BanBnXkFtZTcwOTAzNzU0MQ@@._V1_SX300.jpg,"32,461",NA,3
2007,We Own the Night,nowomen,28000000,28563179,55307857,31459218,32091974,62140782,498399,"English, Russian",USA,James Gray,59,6.9,James Gray,12-Oct-07,"Joaquin Phoenix, Eva Mendes, Danny Hoch, Alex Veadov","Crime, Drama, Thriller",5 nominations.,117 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY0MTQ5OTcyNF5BMl5BanBnXkFtZTcwMDE0NzUzMw@@._V1_SX300.jpg,"63,331",NA,0
2007,White Noise 2: The Light,notalk,10000000,#N/A,8243567,11235435,#N/A,9262006,496436,English,"USA, Canada",Matt Venne,NA,5.8,Patrick Lussier,5-Jan-07,"Nathan Fillion, Katee Sackhoff, Craig Fairbrass, Adrian Holmes","Drama, Horror, Thriller",4 nominations.,99 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY5Nzk1MDAzMl5BMl5BanBnXkFtZTcwMjY3NzU0MQ@@._V1_SX300.jpg,"10,060",NA,1
2006,300,nowomen,60000000,210614939,454161935,69347781,243427977,524918705,416449,English,USA,"Zack Snyder (screenplay), Kurt Johnstad (screenplay), Michael Gordon (screenplay), Frank Miller (graphic novel), Lynn Varley (graphic novel)",51,7.8,Zack Snyder,9-Mar-07,"Gerard Butler, Lena Headey, Dominic West, David Wenham","Action, Fantasy, History",9 wins & 28 nominations.,117 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAzNTkzNjcxNl5BMl5BanBnXkFtZTYwNDA4NjE3._V1_SX300.jpg,"450,693",NA,0
2006,A Scanner Darkly,notalk,20000000,5501616,7405084,23115927,6358748,8558769,405296,English,USA,"Philip K. Dick (novel), Richard Linklater (screenplay)",73,7.1,Richard Linklater,18-Aug-06,"Rory Cochrane, Robert Downey Jr., Mitch Baker, Keanu Reeves","Animation, Drama, Sci-Fi",3 wins & 7 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU1ODk2NTkwNF5BMl5BanBnXkFtZTcwNDkwNDI0MQ@@._V1_SX300.jpg,"73,867",NA,1
2006,Akeelah and the Bee,ok,8000000,18848430,18959424,9246371,21784947,21913233,437800,English,USA,Doug Atchison,72,7.5,Doug Atchison,28-Apr-06,"Keke Palmer, Laurence Fishburne, Angela Bassett, Curtis Armstrong",Drama,11 wins & 13 nominations.,112 min,movie,http://ia.media-imdb.com/images/M/MV5BMTUzMDIwNjIzM15BMl5BanBnXkFtZTcwNTczODQzMQ@@._V1_SX300.jpg,"12,905",NA,3
2006,Aquamarine,ok,12000000,18597342,22978953,13869556,21494740,26558990,429591,English,"USA, Australia","John Quaintance (screenplay), Jessica Bendinger (screenplay), Alice Hoffman (novel)",51,5.2,Elizabeth Allen Rosenbaum,3-Mar-06,"Emma Roberts, Joanna 'JoJo' Levesque, Sara Paxton, Jake McDorman","Comedy, Family, Fantasy",1 win & 5 nominations.,104 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ5MTc5OTk1OF5BMl5BanBnXkFtZTcwMDc1NTIzMQ@@._V1_SX300.jpg,"22,166",NA,3
2006,Bandidas,ok,35000000,#N/A,18400000,40452872,#N/A,21266653,416496,"English, Spanish","France, Mexico, USA","Luc Besson, Robert Mark Kamen",NA,5.7,"Joachim Rønning, Espen Sandberg",18-Jan-06,"Penélope Cruz, Salma Hayek, Steve Zahn, Dwight Yoakam","Action, Comedy, Crime",N/A,93 min,movie,http://ia.media-imdb.com/images/M/MV5BNDI1MDEwNjM2OF5BMl5BanBnXkFtZTcwNzE2NTA0MQ@@._V1_SX300.jpg,"23,796",NA,3
2006,Black Christmas,ok,9000000,16235738,16235738,10402167,18765207,18765207,454082,English,"USA, Canada","Glen Morgan (screenplay), Roy Moore",22,4.5,Glen Morgan,25-Dec-06,"Katie Cassidy, Michelle Trachtenberg, Mary Elizabeth Winstead, Lacey Chabert","Horror, Thriller",N/A,84 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgwMjA4MzAxNl5BMl5BanBnXkFtZTcwNjYxNDY0MQ@@._V1_SX300.jpg,"17,021",NA,3
2006,Blood Diamond,notalk,100000000,57377916,171377916,115579635,66317186,198077969,450259,"English, Mende, Afrikaans","USA, Germany","Charles Leavitt (screenplay), Charles Leavitt (story), C. Gaby Mitchell (story)",64,8,Edward Zwick,8-Dec-06,"Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers","Adventure, Drama, Thriller",Nominated for 5 Oscars. Another 7 wins & 18 nominations.,143 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY5MTYyNjkwNV5BMl5BanBnXkFtZTcwODE3MTI0MQ@@._V1_SX300.jpg,"290,678",NA,1
2006,"Bon Cop, Bad Cop",notalk,8000000,12671300,12671300,9246371,14645442,14645442,479647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,notalk,18000000,128505958,261572744,20804334,148526717,302324822,443453,"English, Romanian, Hebrew, Polish, Armenian",USA,"Sacha Baron Cohen (screenplay), Anthony Hines (screenplay), Peter Baynham (screenplay), Dan Mazer (screenplay), Sacha Baron Cohen (story), Peter Baynham (story), Anthony Hines (story), Todd Phillips (story), Sacha Baron Cohen (based on a character created by)",89,7.3,Larry Charles,3-Nov-06,"Sacha Baron Cohen, Ken Davitian, Luenell, Chester",Comedy,Nominated for 1 Oscar. Another 18 wins & 15 nominations.,84 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk0MTQ3NDQ4Ml5BMl5BanBnXkFtZTcwOTQ3OTQzMw@@._V1_SX300.jpg,"242,870",NA,1
2006,Bug,ok,4000000,7006708,7006708,4623185,8098328,8098328,470705,English,"USA, Germany","Tracy Letts (screenplay), Tracy Letts (play)",62,6,William Friedkin,25-May-07,"Ashley Judd, Michael Shannon, Harry Connick Jr., Lynn Collins","Drama, Horror, Thriller",1 win & 2 nominations.,102 min,movie,http://ia.media-imdb.com/images/M/MV5BMjIzOTUzMDkzMV5BMl5BanBnXkFtZTcwMDY2MjMzMw@@._V1_SX300.jpg,"23,866",NA,3
2006,Cars,notalk,70000000,244082982,461667967,80905744,282110219,533594150,317219,"English, Italian, Japanese, Yiddish",USA,"John Lasseter (original story by), Joe Ranft (original story by), Jorgen Klubien (original story by), Dan Fogelman (screenplay), John Lasseter (screenplay), Joe Ranft (screenplay), Kiel Murray (screenplay), Phil Lorin (screenplay), Jorgen Klubien (screenplay), Bonnie Hunt (additional screenplay material), Robert L. Baird (additional screenplay material), Daniel Gerson (additional screenplay material), Don Lake (additional screenplay material), Steve Purcell (additional screenplay material), Dan Scanlon (additional screenplay material)",73,7.3,"John Lasseter, Joe Ranft",9-Jun-06,"Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy","Animation, Adventure, Comedy",Nominated for 2 Oscars. Another 20 wins & 19 nominations.,117 min,movie,http://ia.media-imdb.com/images/M/MV5BMTE5Mzk5MTA2Ml5BMl5BanBnXkFtZTYwNTY3NTc2._V1_SX300.jpg,"168,841",NA,1
2006,Casino Royale,notalk,102000000,167365000,596365000,117891227,193439856,689276488,381061,"English, French","UK, Czech Republic, USA, Germany, Bahamas","Neal Purvis (screenplay), Robert Wade (screenplay), Paul Haggis (screenplay), Ian Fleming (novel)",81,8,Martin Campbell,17-Nov-06,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench","Action, Crime, Thriller",Won 1 BAFTA Film Award. Another 17 wins & 29 nominations.,144 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM5MjI4NDExNF5BMl5BanBnXkFtZTcwMDM1MjMzMQ@@._V1_SX300.jpg,"342,173",NA,1
2006,Children of Men,ok,76000000,35552383,69450202,87840522,41091314,80270290,206634,"English, German, Italian, Romanian, Spanish, Arabic, Georgian","USA, UK","Alfonso Cuarón (screenplay), Timothy J. Sexton (screenplay), David Arata (screenplay), Mark Fergus (screenplay), Hawk Ostby (screenplay), P.D. James (novel)",84,7.9,Alfonso Cuarón,5-Jan-07,"Clive Owen, Juan Gabriel Yacuzzi, Michael Caine, Mishal Husain","Drama, Sci-Fi, Thriller",Nominated for 3 Oscars. Another 28 wins & 29 nominations.,109 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc2MDU1ODQ0MV5BMl5BanBnXkFtZTcwMjk2NDA2OQ@@._V1_SX300.jpg,"294,845",NA,3
2006,Clerks II,dubious,5000000,24148068,25894473,5778982,27910249,29928737,424345,English,USA,Kevin Smith,65,7.5,Kevin Smith,21-Jul-06,"Brian O'Halloran, Jeff Anderson, Jason Mewes, Kevin Smith",Comedy,2 wins & 1 nomination.,97 min,movie,http://ia.media-imdb.com/images/M/MV5BODg1MzY2NDY0OF5BMl5BanBnXkFtZTcwNDgyMzQzMQ@@._V1_SX300.jpg,"98,374",NA,-1
2006,Crank,nowomen,12000000,27838408,43924923,13869556,32175530,50768266,479884,"English, Spanish, Korean",USA,"Mark Neveldine, Brian Taylor",57,7,"Mark Neveldine, Brian Taylor",1-Sep-06,"Jason Statham, Amy Smart, Jose Pablo Cantillo, Efren Ramirez","Action, Crime, Thriller",1 win.,88 min,movie,http://ia.media-imdb.com/images/M/MV5BMjg0NjAxNDY4MV5BMl5BanBnXkFtZTcwODA5MjMzMw@@._V1_SX300.jpg,"154,657",NA,0
2006,Das Leben Der Anderen,nowomen,2000000,11284657,81197047,2311593,13042765,93847250,405094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2006,DOA: Dead or Alive,ok,30000000,480314,7756224,34673890,555145,8964615,398913,English,"USA, Germany, UK","J.F. Lawton (screenplay), Adam Gross (screenplay), Seth Gross (screenplay), J.F. Lawton (story)",38,4.8,Corey Yuen,15-Sep-06,"Jaime Pressly, Devon Aoki, Holly Valance, Sarah Carter","Action, Adventure",1 nomination.,87 min,movie,http://ia.media-imdb.com/images/M/MV5BMTIyNDQ0NDExMl5BMl5BanBnXkFtZTcwODAxMTk0MQ@@._V1_SX300.jpg,"33,879",NA,3
2006,El laberinto del fauno (Pan's Labyrinth),ok,16000000,37634615,87041569,18492742,43497951,100602327,457430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2006,Eragon,notalk,100000000,75030163,249488115,115579635,86719588,288357452,449010,English,"USA, UK, Hungary","Peter Buchman (screenplay), Christopher Paolini (novel)",38,5.1,Stefen Fangmeier,15-Dec-06,"Ed Speleers, Jeremy Irons, Sienna Guillory, Robert Carlyle","Action, Adventure, Family",3 nominations.,104 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg2ODkzMjgxNV5BMl5BanBnXkFtZTYwOTYzNDA3._V1_SX300.jpg,"87,646",NA,1
2006,Fido,men,8000000,298110,419801,9246371,344554,485204,457572,English,Canada,"Robert Chomiak, Andrew Currie, Dennis Heaton, Dennis Heaton (original story)",70,6.8,Andrew Currie,16-Mar-07,"David Kaye, Jan Skorzewski, Kevin Tyell, Andy Parkin","Comedy, Drama, Horror",13 wins & 15 nominations.,93 min,movie,http://ia.media-imdb.com/images/M/MV5BMjEzNjQ4OTYxMl5BMl5BanBnXkFtZTcwMjY5MDEwNQ@@._V1_SX300.jpg,"21,602",NA,2
2006,Final Destination 3,ok,25000000,54098051,112798051,28894909,62526330,130371575,414982,English,"Germany, USA, Canada","Glen Morgan, James Wong, Jeffrey Reddick (characters)",41,5.8,James Wong,10-Feb-06,"Mary Elizabeth Winstead, Ryan Merriman, Kris Lemche, Alexz Johnson","Horror, Thriller",6 nominations.,93 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg2MzI0MzczOF5BMl5BanBnXkFtZTcwNzAyODExMw@@._V1_SX300.jpg,"79,079",NA,3
2006,Flushed Away,nowomen,149000000,64665672,177665672,172213656,74740347,205345335,424095,English,"UK, USA","Dick Clement (screenplay), Ian La Frenais (screenplay), Christopher Lloyd (screenplay), Joe Keenan (screenplay), William Davies (screenplay), Sam Fell (story), Peter Lord (story), Dick Clement (story), Ian La Frenais (story)",74,6.7,"David Bowers, Sam Fell",3-Nov-06,"Hugh Jackman, Kate Winslet, Ian McKellen, Jean Reno","Animation, Adventure, Comedy",Nominated for 1 BAFTA Film Award. Another 6 wins & 11 nominations.,85 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI1MzE1MDk2N15BMl5BanBnXkFtZTYwMjEwMzI3._V1_SX300.jpg,"64,285",NA,0
2006,For Your Consideration,ok,12000000,5549923,5549923,13869556,6414581,6414581,470765,English,USA,"Christopher Guest, Eugene Levy",68,6.3,Christopher Guest,22-Nov-06,"Catherine O'Hara, Stephen Rannazzisi, Ed Begley Jr., Eugene Levy",Comedy,3 wins & 6 nominations.,86 min,movie,http://ia.media-imdb.com/images/M/MV5BMTIxNzg0NTY4MV5BMl5BanBnXkFtZTcwNDk4NjkzMQ@@._V1_SX300.jpg,"10,973",NA,3
2006,Friends with Money,ok,6500000,13368437,17518322,7512676,15451191,20247613,436331,English,USA,Nicole Holofcener,68,5.9,Nicole Holofcener,7-Apr-06,"Catherine Keener, Jason Isaacs, Timm Sharp, Joan Cusack","Comedy, Drama, Romance",2 wins & 1 nomination.,88 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE3Mjc3NjQ5NV5BMl5BanBnXkFtZTYwMjY5MjE3._V1_SX300.jpg,"16,912",NA,3
2006,Ice Age: The Meltdown,notalk,75000000,195330621,651899282,86684726,225762418,753462808,438097,English,USA,"Peter Gaulke (screenplay), Gerry Swallow (screenplay), Jim Hecht (screenplay), Peter Gaulke (story), Gerry Swallow (story)",58,6.9,Carlos Saldanha,31-Mar-06,"Ray Romano, John Leguizamo, Denis Leary, Seann William Scott","Animation, Action, Adventure",6 wins & 14 nominations.,91 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAwODg3OTAxMl5BMl5BanBnXkFtZTcwMjg2NjYyMw@@._V1_SX300.jpg,"131,093",NA,1
2006,Idlewild,ok,15000000,12669914,12669914,17336945,14643840,14643840,417225,English,USA,Bryan Barber,55,6.2,Bryan Barber,25-Aug-06,"André Benjamin, Big Boi, Paula Patton, Terrence Howard","Crime, Drama, Musical",5 nominations.,121 min,movie,http://ia.media-imdb.com/images/M/MV5BOTAxMTgyMDI2NF5BMl5BanBnXkFtZTcwMjU4NjgzMQ@@._V1_SX300.jpg,"4,130",NA,3
2006,Inside Man,dubious,50000000,88634237,184634237,57789817,102443127,213399577,454848,"English, Albanian",USA,Russell Gewirtz,76,7.7,Spike Lee,24-Mar-06,"Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer","Crime, Drama, Thriller",5 wins & 8 nominations.,129 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcxMDE4NTU4OF5BMl5BanBnXkFtZTcwMjg4NjQzMQ@@._V1_SX300.jpg,"217,773",NA,-1
2006,Jackass Number Two,notalk,11000000,72778712,85278712,12713760,84117369,98564824,493430,English,USA,"Jeff Tremaine (television series ""Jackass""), Spike Jonze (television series ""Jackass""), Johnny Knoxville (television series ""Jackass""), Preston Lacy (additional scenes)",66,7.2,Jeff Tremaine,22-Sep-06,"Johnny Knoxville, Bam Margera, Steve-O, Chris Pontius","Documentary, Action, Comedy",N/A,92 min,movie,http://ia.media-imdb.com/images/M/MV5BNzgzNDYyOTcxNl5BMl5BanBnXkFtZTcwODczNzUzMQ@@._V1_SX300.jpg,"46,820",NA,1
